0.000000	0.000000	0.500079	
0.000000	0.000000	0.500168	
0.000000	0.000000	0.500070	
0.500084	0.000000	0.000001	
0.500177	0.000000	0.000000	
0.000001	0.500175	0.000001	
0.000000	0.000000	0.500063	
0.500165	0.000000	0.000001	
0.000000	0.500179	0.000000	
0.500176	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.500166	0.000000	0.000000	
0.000000	0.500181	0.000000	
0.000000	0.000000	0.500061	
0.000001	0.500175	0.000001	
0.000000	0.000000	0.500066	
0.000000	0.000000	0.500078	
0.500177	0.000000	0.000000	
0.000001	0.500177	0.000000	
0.000001	0.500177	0.000000	
0.000000	0.500179	0.000000	
0.000000	0.000000	0.500152	
0.000000	0.000000	0.500079	
0.000000	0.500179	0.000000	
0.000000	0.000000	0.500085	
0.000000	0.500181	0.000000	
0.000000	0.500178	0.000000	
0.000000	0.000000	0.500152	
0.000000	0.000000	0.500071	
0.000000	0.500184	0.000000	
0.000001	0.500177	0.000000	
0.500164	0.000000	0.000000	
0.000000	0.000000	0.500162	
0.500176	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.000000	0.000000	0.500060	
0.000000	0.500184	0.000000	
0.500176	0.000000	0.000000	
0.000000	0.500182	0.000000	
0.000000	0.000000	0.500079	
0.000001	0.500177	0.000000	
0.000000	0.500184	0.000000	
0.500168	0.000000	0.000001	
0.500163	0.000000	0.000001	
0.000000	0.500177	0.000000	
0.500050	0.000000	0.000000	
0.000001	0.500176	0.000000	
0.000000	0.000000	0.500059	
0.000000	0.000000	0.500150	
0.000000	0.500177	0.000000	
0.000001	0.500175	0.000001	
0.499730	0.000132	0.000208	
0.500177	0.000000	0.000000	
0.000000	0.000000	0.500071	
0.000000	0.000000	0.500168	
0.500084	0.000000	0.000001	
0.000001	0.500176	0.000000	
0.000000	0.000000	0.500063	
0.000001	0.500176	0.000001	
0.500166	0.000000	0.000000	
0.500166	0.000000	0.000000	
0.500166	0.000000	0.000000	
0.000001	0.500175	0.000001	
0.500178	0.000000	0.000000	
0.000000	0.000000	0.500151	
0.000000	0.000000	0.500150	
0.000000	0.000000	0.500071	
0.500179	0.000000	0.000000	
0.500176	0.000000	0.000000	
0.500175	0.000000	0.000000	
0.000000	0.000000	0.500155	
0.000000	0.500153	0.000000	
0.500177	0.000000	0.000000	
0.500164	0.000000	0.000000	
0.000000	0.500180	0.000000	
0.000000	0.000000	0.500062	
0.499719	0.000141	0.000211	
0.500054	0.000000	0.000000	
0.000000	0.500180	0.000000	
0.000000	0.000000	0.500068	
0.000417	0.000000	0.499662	
0.000000	0.000000	0.500079	
0.000000	0.500177	0.000000	
0.000000	0.000000	0.500060	
0.500055	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.000002	0.500175	0.000000	
0.000000	0.500177	0.000000	
0.500178	0.000000	0.000000	
0.000000	0.500096	0.000000	
0.000000	0.000000	0.500060	
0.000000	0.000000	0.500061	
0.000000	0.500179	0.000000	
0.500164	0.000000	0.000001	
0.000001	0.500177	0.000000	
0.500177	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.000000	0.000000	0.500062	
0.500164	0.000000	0.000000	
0.500165	0.000000	0.000000	
0.000000	0.000000	0.500152	
0.500167	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.500178	0.000000	0.000000	
0.500178	0.000000	0.000000	
0.000000	0.500179	0.000000	
0.500052	0.000000	0.000000	
0.000000	0.500180	0.000000	
0.499721	0.000137	0.000213	
0.000000	0.000000	0.500060	
0.000000	0.000000	0.500042	
0.000000	0.500180	0.000000	
0.000000	0.500179	0.000000	
0.000001	0.500175	0.000001	
0.000001	0.500177	0.000000	
0.500166	0.000000	0.000000	
0.000002	0.500175	0.000000	
0.499632	0.000000	0.000422	
0.000418	0.000000	0.499662	
0.500080	0.000000	0.000001	
0.500172	0.000000	0.000000	
0.000000	0.000000	0.500168	
0.500176	0.000000	0.000000	
0.500175	0.000000	0.000000	
0.000000	0.000000	0.500054	
0.000000	0.500178	0.000000	
0.000000	0.500179	0.000000	
0.000000	0.000000	0.500152	
0.000000	0.000000	0.500164	
0.500049	0.000000	0.000000	
0.000000	0.000000	0.500060	
0.000002	0.500175	0.000000	
0.000000	0.500177	0.000000	
0.000001	0.500175	0.000001	
0.500177	0.000000	0.000000	
0.500165	0.000000	0.000001	
0.500162	0.000000	0.000000	
0.000000	0.500181	0.000000	
0.499914	0.000137	0.000019	
0.500178	0.000000	0.000000	
0.000000	0.000000	0.500167	
0.500176	0.000000	0.000000	
0.500176	0.000000	0.000000	
0.000000	0.000000	0.500166	
0.000000	0.000000	0.500162	
0.000000	0.000000	0.500069	
0.500176	0.000000	0.000000	
0.000000	0.500179	0.000000	
0.500165	0.000000	0.000000	
0.000000	0.500063	0.000000	
0.000000	0.000000	0.500064	
0.000000	0.000000	0.500125	
0.500050	0.000000	0.000000	
0.500166	0.000000	0.000000	
0.500178	0.000000	0.000000	
0.500179	0.000000	0.000000	
0.000000	0.000000	0.500167	
0.000000	0.000000	0.500135	
0.500054	0.000000	0.000000	
0.000000	0.000000	0.500070	
0.500164	0.000000	0.000000	
0.000000	0.000000	0.500064	
0.500165	0.000000	0.000000	
0.500084	0.000000	0.000001	
0.500094	0.000000	0.000001	
0.000197	0.499872	0.000000	
0.000000	0.500177	0.000000	
0.000000	0.500178	0.000000	
0.000000	0.000000	0.500151	
0.000000	0.000000	0.500071	
0.000000	0.500178	0.000000	
0.000000	0.000000	0.500060	
0.000001	0.500177	0.000000	
0.000000	0.000000	0.500167	
0.500178	0.000000	0.000000	
0.000000	0.000000	0.500124	
0.000001	0.500176	0.000001	
0.500176	0.000000	0.000000	
0.500169	0.000000	0.000000	
0.000000	0.000000	0.500168	
0.000000	0.000000	0.500168	
0.000000	0.000000	0.500078	
0.000000	0.500178	0.000000	
0.500176	0.000000	0.000000	
0.000000	0.500176	0.000000	
0.500077	0.000000	0.000001	
0.000000	0.000000	0.500054	
0.000000	0.000000	0.500167	
0.000000	0.000000	0.500167	
0.000000	0.000000	0.500166	
0.000000	0.000000	0.500163	
0.500154	0.000000	0.000000	
0.000000	0.500182	0.000000	
0.500083	0.000000	0.000001	
0.000001	0.500174	0.000001	
0.000000	0.500176	0.000000	
0.000000	0.000000	0.500071	
0.001079	0.498997	0.000001	
0.500178	0.000000	0.000000	
0.000000	0.000000	0.500066	
0.000000	0.000000	0.500066	
0.000000	0.000000	0.500153	
0.002303	0.497747	0.000000	
0.500076	0.000000	0.000001	
0.000000	0.000000	0.500167	
0.000000	0.000000	0.500061	
0.500062	0.000000	0.000000	
0.500059	0.000000	0.000000	
0.000000	0.500151	0.000000	
0.000000	0.000000	0.500136	
0.000000	0.000000	0.500078	
0.000000	0.000000	0.500164	
0.500177	0.000000	0.000000	
0.500163	0.000000	0.000000	
0.000000	0.500178	0.000000	
0.500177	0.000000	0.000000	
0.000001	0.500177	0.000000	
0.000001	0.500177	0.000000	
0.500068	0.000000	0.000000	
0.500176	0.000000	0.000000	
0.500166	0.000000	0.000000	
0.020105	0.366151	0.113923	
0.000000	0.500179	0.000000	
0.000001	0.500177	0.000000	
