0.545135	0.000000	0.000000	
0.509321	0.052579	0.000000	
0.455572	0.099541	0.000000	
0.397893	0.146401	0.000000	
0.363943	0.192567	0.000000	
0.359446	0.268075	0.000000	
0.268811	0.355711	0.000000	
0.265153	0.350869	0.000000	
0.260773	0.345074	0.000000	
0.200725	0.853921	0.000000	
0.078850	0.976395	0.000000	
0.000000	1.046446	0.000000	
0.545135	0.000000	0.000000	
0.470130	0.038168	0.049015	
0.408318	0.090142	0.048462	
0.385027	0.141667	0.024460	
0.345796	0.229891	0.041942	
0.286405	0.295598	0.043237	
0.256027	0.338794	0.021303	
0.212419	0.336802	0.078746	
0.166632	0.803466	0.076149	
0.073096	0.905147	0.077002	
0.000000	0.946486	0.094115	
0.461699	0.000000	0.103010	
0.404370	0.040198	0.083188	
0.369224	0.081511	0.084342	
0.298405	0.162566	0.118136	
0.285188	0.177402	0.118551	
0.221594	0.297017	0.100585	
0.208896	0.331217	0.084885	
0.146825	0.500765	0.000000	
0.065571	0.827953	0.185175	
0.000000	0.861964	0.178635	
0.409288	0.000000	0.156583	
0.373093	0.041908	0.143645	
0.297847	0.109059	0.156429	
0.278652	0.151805	0.142611	
0.216314	0.238414	0.164876	
0.178132	0.256143	0.194753	
0.145288	0.405374	0.086543	
0.080273	0.687997	0.297845	
0.000000	0.776889	0.301186	
0.374607	0.000000	0.202264	
0.322556	0.051935	0.205015	
0.264681	0.073678	0.214535	
0.235808	0.117937	0.216622	
0.183592	0.207938	0.239892	
0.135874	0.180823	0.281238	
0.096895	0.563289	0.400551	
0.000000	0.669071	0.405943	
0.300091	0.000000	0.257578	
0.271021	0.037230	0.252333	
0.206028	0.094363	0.262006	
0.171681	0.172880	0.276849	
0.117748	0.184661	0.302756	
0.072158	0.080411	0.458139	
0.000000	0.588131	0.489018	
0.263150	0.000000	0.323729	
0.206169	0.038924	0.323787	
0.156822	0.107178	0.316778	
0.123804	0.073202	0.405383	
0.072171	0.080426	0.458223	
0.000000	0.471570	0.579924	
0.222856	0.000000	0.364892	
0.170252	0.049274	0.397591	
0.128526	0.026287	0.464588	
0.049517	0.105187	0.464550	
0.000000	0.380761	0.680205	
0.158571	0.000000	0.427298	
0.118781	0.000000	0.489821	
0.044633	0.000994	0.578407	
0.000000	0.304032	0.769032	
0.105742	0.000000	0.504301	
0.058994	0.000984	0.601199	
0.000000	0.202055	0.876758	
0.074939	0.000000	0.623945	
0.000000	0.097831	1.002770	
0.000000	0.000000	1.042972	
0.206368	0.186280	0.203786	
0.212010	0.119510	0.229419	
0.206685	0.208128	0.159659	
0.231376	0.103063	0.231438	
0.207598	0.228645	0.144528	
0.198555	0.183252	0.233696	
0.188634	0.220557	0.193527	
0.218183	0.154343	0.224697	
0.210474	0.194253	0.211865	
0.211094	0.194825	0.210674	
0.210605	0.123834	0.231438	
0.217416	0.202121	0.161477	
0.211466	0.212942	0.184870	
