-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
138.221627	25.074836	230.706254	
-nan	-nan	-nan	
-2051.528362	3018.337672	-86.194340	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
24.382591	30.180580	354.330798	
32.918864	59.687402	258.285315	
92.660304	66.914217	373.000634	
61.853730	177.514378	342.360346	
-nan	-nan	-nan	
-nan	-nan	-nan	
144.021839	84.249291	445.979636	
67.325489	3.811717	248.972937	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
181.695866	275.646752	64.842882	
18.432032	407.919547	172.243542	
31.517479	112.120117	328.460725	
47.790532	207.619782	111.425890	
140.673239	113.739052	286.137721	
89.500118	110.966284	211.237499	
259.248576	130.613691	327.606486	
57.190931	165.367795	62.363145	
79.214725	99.090041	317.748932	
8.548261	50.271530	262.078499	
274.947208	18.922620	243.721717	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
0.712691	154.734595	194.791732	
278.677210	16.159867	337.846276	
52.177194	63.265569	310.502466	
72.063260	138.060236	191.375824	
20.602677	135.319902	168.782806	
131.214023	352.011079	94.097029	
313.525716	5.217374	23.185477	
289.863625	10.486312	111.967941	
78.634837	201.425239	190.968107	
-50.224515	187.192852	258.179717	
15.947696	369.638677	47.686738	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
31.268792	5.401709	485.775348	
236.112935	303.648611	65.386268	
69.260160	7.200522	364.628227	
12.735972	118.389940	281.538375	
