0.653391	3.160837	
0.697061	3.230744	
0.681365	3.251922	
0.681365	3.273411	
0.682333	3.331018	
0.682333	3.392061	
0.654842	3.446270	
0.653807	3.585167	
0.670238	3.620481	
0.670238	3.639987	
0.604798	3.638999	
0.682119	3.715766	
0.681003	3.731358	
0.682333	3.773692	
0.654021	3.766931	
0.682333	3.817901	
0.601076	3.789291	
0.647926	3.868696	
0.653807	3.888124	
0.682333	3.993561	
0.653348	4.042330	
0.680539	4.111240	
0.654470	4.131854	
0.654353	4.232615	
0.654615	4.286285	
0.604656	4.309569	
0.467358	4.077809	
0.654353	4.489889	
0.511373	4.247908	
0.529456	4.351110	
0.514184	4.390242	
0.585282	4.607210	
0.462385	4.378705	
0.511373	4.567823	
0.511373	4.598765	
0.522005	4.732410	
0.643244	5.194528	
0.461250	4.732030	
0.448690	4.763399	
0.462883	4.953005	
0.511373	5.224551	
0.460140	5.225274	
0.653348	6.325452	
0.455500	5.451049	
0.462385	5.638039	
0.462079	5.962129	
0.230510	4.619924	
0.182017	4.450660	
0.460098	7.057475	
0.615844	9.173863	
0.216109	5.365321	
0.213277	5.617286	
0.132245	4.898124	
0.132245	5.232627	
0.131862	5.720460	
0.074810	5.510826	
0.055013	5.400162	
0.061649	6.667496	
0.013586	8.232548	
0.988839	65.862610	
0.213736	179.200886	
0.090248	176.285668	
0.761001	180.910066	
0.647389	101.785263	
0.247609	140.724420	
0.287266	207.126701	
0.939286	99.591057	
0.592750	170.547187	
0.334496	198.703625	
0.176310	161.579899	
0.272584	203.186104	
0.587194	149.268105	
0.374669	151.088008	
0.712945	168.689393	
0.434290	129.448322	
0.850659	123.118963	
0.044607	191.830663	
0.799476	193.076720	
0.324653	196.241497	
0.009403	159.597036	
0.198764	152.298403	
0.803894	169.735809	
0.736574	116.093334	
0.493431	126.736685	
0.406562	184.150535	
0.562329	167.056556	
0.268699	204.199721	
0.932910	132.918458	
0.535244	134.427787	
0.104586	160.023294	
0.757962	153.772389	
0.311533	180.299894	
0.531097	146.995405	
0.716746	143.803563	
0.384693	167.242984	
0.791789	141.501477	
0.233885	179.830030	
0.414513	181.781233	
0.932758	145.456998	
0.463674	177.934397	
