1.000000	0.007598	0.002844	0.001915	0.256843	0.022262	0.993393	0.999870	0.997612	0.998885	
1.000000	0.044371	0.025177	0.061472	0.053062	0.076740	0.999033	0.948413	0.869764	0.998483	
1.000000	0.012016	0.000709	0.065588	0.246988	0.006188	0.999040	0.908455	0.999091	0.902011	
1.000000	0.008048	0.002634	0.065182	0.225951	0.019513	0.996032	0.999819	0.997227	0.998623	
1.000000	0.000834	0.001935	0.059379	0.002116	0.007401	0.801817	0.999803	0.910367	0.997693	
1.000000	0.007085	0.000217	0.071946	0.011988	0.064169	0.974941	0.999245	0.978362	0.995703	
0.929675	0.000298	0.996454	0.993642	0.993930	0.993173	0.000055	0.993916	0.999998	0.996080	
0.929714	0.000242	0.996454	0.993642	0.993930	0.993173	0.000053	0.993896	0.999993	0.991221	
0.929675	0.000294	0.996454	0.993642	0.993930	0.993173	0.000050	0.993894	0.999993	0.991039	
0.929675	0.000386	0.996454	0.993642	0.993930	0.993173	0.000041	0.993916	0.999993	0.990953	
0.929675	0.000386	0.996454	0.993642	0.993930	0.993173	0.000041	0.993916	0.999993	0.990953	
0.929675	0.000219	0.996454	0.993642	0.993930	0.993173	0.000101	0.993881	0.999993	0.990953	
0.809689	0.958202	0.000000	0.960994	0.000030	0.957433	0.000145	0.000013	0.000249	0.956118	
0.809689	0.958684	0.000001	0.961001	0.000195	0.957844	0.000044	0.000001	0.000271	0.956118	
0.809689	0.958635	0.000003	0.961003	0.000085	0.958797	0.000051	0.000000	0.000269	0.956118	
0.809833	0.947479	0.000001	0.960891	0.000630	0.953835	0.000253	0.000113	0.000100	0.956118	
0.809833	0.947479	0.000001	0.960891	0.000630	0.953835	0.000772	0.000113	0.000100	0.956118	
0.809833	0.947479	0.000001	0.960891	0.000630	0.953835	0.000772	0.000113	0.000853	0.956118	
0.697097	0.890728	0.887974	0.890669	0.888941	0.890783	0.000023	0.889280	0.000001	0.890719	
0.697097	0.890728	0.887974	0.890669	0.888941	0.890783	0.000023	0.889280	0.000054	0.890719	
0.697097	0.890728	0.887974	0.890669	0.888944	0.890783	0.000023	0.889280	0.000054	0.890719	
0.697097	0.890728	0.887974	0.890669	0.888944	0.890783	0.000023	0.889280	0.000054	0.890719	
0.697097	0.890728	0.887974	0.890669	0.888874	0.890783	0.000027	0.889280	0.000055	0.890719	
0.697097	0.890728	0.887974	0.890669	0.888867	0.890783	0.000026	0.889280	0.000055	0.890719	
0.602376	0.802293	0.812702	0.820070	0.803384	0.816176	0.000928	0.810611	0.808681	0.809619	
0.602376	0.802293	0.812702	0.820070	0.803384	0.816176	0.000928	0.810611	0.808681	0.809619	
0.602376	0.802293	0.812727	0.819953	0.803384	0.816176	0.000978	0.810578	0.808681	0.809620	
0.602376	0.802293	0.812703	0.820070	0.803384	0.816176	0.001029	0.810603	0.808681	0.809618	
0.602376	0.802293	0.812730	0.820042	0.803384	0.816176	0.000959	0.810576	0.808681	0.809619	
0.602376	0.802293	0.812742	0.820026	0.803384	0.816176	0.000960	0.810578	0.808681	0.809619	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.419202	0.609129	0.629847	0.603974	0.601468	0.609366	0.619148	0.612798	0.606090	0.617258	
