1.000000	0.942965	0.936946	0.001877	0.164293	0.026187	0.999973	0.999626	0.780118	0.004043	
1.000000	0.993622	0.000957	0.029727	0.000041	0.069188	0.957870	0.895134	0.943952	0.996613	
1.000000	0.553430	0.980163	0.000267	0.148758	0.008162	0.999756	0.999955	0.986556	0.143041	
1.000000	0.988021	0.047373	0.160852	0.029473	0.117731	0.999920	0.692051	0.999941	1.000000	
1.000000	0.847358	0.097176	0.077797	0.000070	0.200289	0.983986	0.975356	0.997594	0.999937	
1.000000	0.996408	0.000868	0.083624	0.000189	0.078256	0.951627	0.909151	0.935687	0.998810	
0.923891	0.000000	0.882338	0.996827	0.972489	0.978507	0.102606	0.981556	0.998902	0.992765	
0.923269	0.009810	0.997503	0.996961	0.905655	0.978251	0.099308	0.996012	0.999877	0.938904	
0.923950	0.983154	0.003519	0.936232	0.040384	0.999223	0.057545	0.000200	0.092629	0.998747	
0.927261	0.000502	0.005825	0.848801	0.034998	0.998602	0.013647	0.033283	0.110252	0.978001	
0.927893	0.050456	0.006269	0.842981	0.028395	0.998711	0.037482	0.037362	0.100753	0.978842	
0.919227	0.997528	0.008722	0.004946	0.001112	0.469570	0.999547	0.993600	0.993654	0.959173	
0.809679	0.947508	0.008506	0.969017	0.009004	0.993829	0.023019	0.000811	0.000105	0.951559	
0.807550	0.006933	0.019094	0.992509	0.000373	0.990031	0.005106	0.000045	0.963826	0.951594	
0.809527	0.943500	0.013318	0.998235	0.008350	0.999093	0.039445	0.000082	0.000173	0.950225	
0.807886	0.002928	0.017642	0.992402	0.000168	0.990598	0.000212	0.000168	0.995558	0.951589	
0.810428	0.958760	0.012870	0.994050	0.028965	0.999203	0.038879	0.000637	0.018331	0.935662	
0.807286	0.054103	0.013288	0.997899	0.003169	0.989270	0.001795	0.000001	0.980414	0.951589	
0.695992	0.886204	0.943613	0.865208	0.894577	0.912732	0.006803	0.914087	0.033221	0.894987	
0.710874	0.884688	0.916403	0.818890	0.980741	0.919629	0.001967	0.996654	0.825361	0.903598	
0.710874	0.884688	0.916403	0.818890	0.980741	0.919629	0.001967	0.996654	0.825361	0.903598	
0.694593	0.884432	0.920140	0.867067	0.891674	0.909267	0.000070	0.999704	0.114859	0.900046	
0.694593	0.884432	0.920140	0.867067	0.891674	0.909267	0.004104	0.999704	0.114859	0.900046	
0.708482	0.884647	0.915432	0.825859	0.991913	0.919830	0.000259	0.988883	0.966354	0.903450	
0.619422	0.847516	0.893216	0.813283	0.784638	0.773943	0.036883	0.998724	0.159204	0.961911	
0.608140	0.948411	0.723812	0.712259	0.838024	0.826716	0.838443	0.584539	0.025726	0.005471	
0.563822	0.025369	0.835237	0.988248	0.755912	0.734097	0.735613	0.956099	0.770735	0.957204	
0.581826	0.007234	0.840073	0.967766	0.798086	0.769711	0.676413	0.997543	0.799495	0.993383	
0.581826	0.007234	0.840073	0.967766	0.798086	0.769711	0.661917	0.992549	0.799495	0.993383	
0.623455	0.714748	0.888045	0.997661	0.903728	0.798610	0.000358	0.914203	0.013833	0.997098	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.436714	0.078307	0.648616	0.463350	0.627313	0.004875	0.532131	0.666918	0.639785	0.577112	
0.420438	0.474457	0.605549	0.595058	0.675693	0.114095	0.062418	0.618537	0.637981	0.788618	
0.427567	0.000792	0.642335	0.293474	0.663164	0.087989	0.615450	0.632707	0.709839	0.780213	
0.420438	0.474457	0.605549	0.595058	0.675693	0.114095	0.062418	0.618537	0.809669	0.788618	
0.420438	0.474457	0.605549	0.595058	0.675693	0.114095	0.062418	0.618537	0.809669	0.788618	
0.435120	0.023166	0.864426	0.500185	0.634396	0.001957	0.526022	0.708746	0.600545	0.630853	
