0.062196	0.073889	0.099314	0.090455	0.098390	0.078677	
0.048771	0.089287	0.098669	0.098224	0.072610	0.095897	
0.043318	0.095532	0.099205	0.098657	0.099819	0.067494	
0.073301	0.080553	0.078926	0.096416	0.099534	0.075850	
0.064823	0.065813	0.099176	0.089482	0.095239	0.088933	
0.043070	0.098085	0.087335	0.098091	0.078834	0.098001	
0.077846	0.055424	0.096504	0.094946	0.094792	0.083227	
0.062121	0.093329	0.074777	0.086445	0.092898	0.093911	
0.035824	0.098866	0.098156	0.090357	0.095807	0.083977	
0.089557	0.059994	0.090192	0.099233	0.089830	0.074654	
0.037734	0.092017	0.094558	0.095828	0.093708	0.088627	
0.099535	0.036383	0.099023	0.097595	0.076751	0.094210	
0.051866	0.086330	0.098543	0.098187	0.098707	0.069749	
0.099124	0.057312	0.079089	0.091325	0.094286	0.083886	
0.061705	0.099731	0.086608	0.099948	0.084927	0.070721	
0.054915	0.083065	0.092594	0.095716	0.100742	0.077927	
0.065572	0.097889	0.098581	0.097542	0.059757	0.083457	
0.092909	0.041943	0.099120	0.096814	0.089626	0.083713	
0.075865	0.085744	0.069349	0.095126	0.088923	0.090243	
0.094970	0.034654	0.098127	0.097869	0.097987	0.081749	
0.044638	0.092116	0.079537	0.098546	0.096268	0.093909	
0.059127	0.080259	0.087106	0.097546	0.085348	0.093649	
0.061833	0.073458	0.099662	0.101224	0.088545	0.078765	
0.083471	0.064607	0.084305	0.082262	0.095021	0.093796	
0.089435	0.055957	0.089048	0.092903	0.095558	0.079921	
0.057620	0.087276	0.085374	0.086461	0.092916	0.093757	
0.049764	0.083286	0.095318	0.098204	0.078831	0.097999	
0.081595	0.048289	0.094887	0.093214	0.097734	0.089199	
0.089746	0.069631	0.074852	0.082475	0.094383	0.094249	
0.066387	0.093537	0.071264	0.098852	0.096122	0.078526	
0.097822	0.026507	0.095468	0.094950	0.094860	0.093365	
0.050985	0.092012	0.090482	0.089845	0.096540	0.083510	
0.056605	0.083423	0.099860	0.091403	0.088231	0.083577	
0.040049	0.087363	0.096570	0.094742	0.086746	0.098004	
0.061625	0.092155	0.092693	0.091694	0.081413	0.083504	
0.100258	0.040782	0.084236	0.093207	0.091472	0.092650	
0.092933	0.066107	0.071060	0.099857	0.099524	0.074029	
0.061681	0.075117	0.086181	0.092279	0.097336	0.092430	
0.045303	0.079808	0.091981	0.093713	0.096379	0.096427	
0.051315	0.093078	0.085013	0.094939	0.086182	0.092451	
0.090532	0.035133	0.094627	0.091300	0.094485	0.098235	
0.077020	0.059758	0.096080	0.081654	0.095333	0.093965	
0.084190	0.049825	0.097904	0.096324	0.086352	0.088884	
0.059873	0.067928	0.093126	0.095893	0.086228	0.100488	
0.099126	0.038615	0.098721	0.097896	0.099121	0.069284	
0.097288	0.040809	0.098317	0.077339	0.094437	0.094590	
0.046043	0.100937	0.086601	0.079174	0.094822	0.095759	
0.089102	0.059237	0.089461	0.088820	0.086304	0.090437	
0.058166	0.092559	0.083301	0.101476	0.088866	0.078585	
0.034184	0.099231	0.097283	0.095484	0.078915	0.097496	
0.084875	0.064854	0.077101	0.086675	0.094767	0.094436	
0.068974	0.077722	0.077142	0.097172	0.093492	0.089956	
0.054373	0.081614	0.098964	0.098395	0.088706	0.081569	
0.061140	0.093626	0.078245	0.090341	0.096306	0.083591	
0.094878	0.038891	0.098440	0.089336	0.095938	0.085777	
0.041103	0.093739	0.092014	0.098472	0.095213	0.082527	
0.043412	0.094317	0.099545	0.091187	0.079286	0.095612	
0.061328	0.085850	0.079879	0.094112	0.093538	0.090001	
0.077794	0.059894	0.098615	0.089916	0.086049	0.090142	
0.062159	0.074166	0.099592	0.097986	0.081867	0.089136	
0.048437	0.086080	0.101499	0.090975	0.098496	0.078907	
0.068292	0.069746	0.098623	0.098096	0.072805	0.095897	
0.092991	0.038041	0.096373	0.095762	0.096407	0.083580	
0.050695	0.079894	0.095386	0.087838	0.093579	0.095635	
0.039956	0.097437	0.099794	0.098385	0.082223	0.085143	
0.030435	0.098104	0.097898	0.088108	0.091060	0.098060	
0.093230	0.035026	0.098483	0.097433	0.085434	0.093365	
0.042318	0.092771	0.096608	0.079419	0.094325	0.097995	
0.089767	0.046174	0.099181	0.091295	0.098335	0.077918	
0.064113	0.078992	0.087975	0.099287	0.097911	0.075073	
0.082495	0.048564	0.095745	0.094202	0.084364	0.097948	
0.066519	0.064151	0.096117	0.097454	0.097720	0.081570	
0.082329	0.058580	0.080223	0.096030	0.095826	0.090428	
0.079487	0.068964	0.089529	0.088642	0.086313	0.090434	
0.071331	0.061257	0.094150	0.094139	0.084526	0.097957	
0.083130	0.093955	0.053660	0.095039	0.088842	0.090097	
0.097633	0.056774	0.077861	0.086483	0.086763	0.098015	
0.083840	0.047008	0.098766	0.085032	0.095021	0.093796	
0.072369	0.063942	0.100172	0.097853	0.088969	0.081819	
0.044611	0.094452	0.081868	0.092072	0.091822	0.098543	
0.097273	0.060861	0.096856	0.095278	0.091971	0.060988	
0.091126	0.050189	0.085117	0.089619	0.092765	0.094561	
0.070060	0.083568	0.090433	0.090796	0.084878	0.083587	
0.052148	0.075798	0.094035	0.095182	0.095126	0.090626	
0.047629	0.085066	0.097535	0.099466	0.089331	0.083437	
0.097988	0.049129	0.079845	0.094048	0.093491	0.089956	
0.096898	0.057327	0.090743	0.091133	0.084980	0.083790	
0.055211	0.082029	0.098319	0.091086	0.078849	0.098020	
0.057318	0.088350	0.085034	0.091501	0.096153	0.084992	
0.048200	0.086872	0.097753	0.088952	0.085873	0.095761	
0.053104	0.094197	0.088171	0.090759	0.098267	0.078724	
